id,transaction_id,account_id,amount,date,description,category,merchant_name,merchant_typ,user_modified,user_modified_fields,date_temp
120,txn_p9q8tp2ia9aferpfv400a,acc_p9omm6a8b0lo22s7um000,-10.0,2024-08-01,"ONLINE TRANSFER TO CHAFFEE B BROKERAGE CASH XXXXXX6893 REF #IB0P359Z5Q ON 08/01/24",general,"CHAFFEE B BROKERAGE",organization,,,
121,txn_p9q8tp2ia9aferpfv400b,acc_p9omm6a8b0lo22s7um000,-25.0,2024-07-31,"UFB Direct Transfer 240730 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
122,txn_p9q8tp2ia9aferpfv400c,acc_p9omm6a8b0lo22s7um000,-32.5,2024-07-29,"MSPBNA BANK TRANSFER 000002033158755 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
123,txn_p9q8tp2ia9aferpfv400d,acc_p9omm6a8b0lo22s7um000,150.0,2024-07-29,"ZELLE FROM KATHLEEN JACQUES ON 07/29 REF # BBT247774287 BETH CAR",general,"ZELLE FROM",organization,,,
124,txn_p9q8tp2ia9aferpfv400e,acc_p9omm6a8b0lo22s7um000,250.0,2024-07-26,"FRESENIUS MEDICA DIR DEP 240726 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
125,txn_p9q8tp2ia9aferpfv400f,acc_p9omm6a8b0lo22s7um000,90.0,2024-07-24,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
126,txn_p9q8tp2ia9aferpfv400g,acc_p9omm6a8b0lo22s7um000,55.0,2024-07-23,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
127,txn_p9q8tp2ia9aferpfv400h,acc_p9omm6a8b0lo22s7um000,-90.0,2024-07-22,"ZELLE TO CAPITAL ONE BRAYDEN ON 07/22 REF #RP0SFQZ5CT",Unknown,Unknown,Unknown,,,
128,txn_p9q8tp2ia9aferpfv400i,acc_p9omm6a8b0lo22s7um000,-55.0,2024-07-19,"ZELLE TO CAPITAL ONE BRAYDEN ON 07/19 REF #RP0SFLLGXN",Unknown,Unknown,Unknown,,,
129,txn_p9q8tp2ia9aferpfv400j,acc_p9omm6a8b0lo22s7um000,-25.0,2024-07-17,"UFB Direct Transfer 240716 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
130,txn_p9q8tp2ia9aferpfv400k,acc_p9omm6a8b0lo22s7um000,-32.5,2024-07-15,"MSPBNA BANK TRANSFER 000002033158755 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
131,txn_p9q8tp2ia9aferpfv400l,acc_p9omm6a8b0lo22s7um000,-100.0,2024-07-15,"ZELLE TO CAPITAL ONE BRAYDEN ON 07/15 REF #RP0SF9SFH8",Unknown,Unknown,Unknown,,,
132,txn_p9q8tp2ia9aferpfv400m,acc_p9omm6a8b0lo22s7um000,-200.0,2024-07-12,"WF Credit Card AUTO PAY 240712 90496436444537 CHAFFEE,BRAYDEN A",general,"CHAFFEE BRAYDEN",organization,,,
133,txn_p9q8tp2iq9aferpfv4000,acc_p9omm6a8b0lo22s7um000,-131.64,2024-07-12,"DEPT EDUCATION STUDENT LN 240711 0000 CHAFFEE",general,"DEPT EDUCATION STUDENT",organization,,,
134,txn_p9q8tp2iq9aferpfv4001,acc_p9omm6a8b0lo22s7um000,250.0,2024-07-12,"FRESENIUS MEDICA DIR DEP 240712 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
135,txn_p9q8tp2iq9aferpfv4002,acc_p9omm6a8b0lo22s7um000,-100.0,2024-07-05,"ZELLE TO CAPITAL ONE BRAYDEN ON 07/04 REF #RP0SDGHVSN",Unknown,Unknown,Unknown,,,
136,txn_p9q8tp2iq9aferpfv4003,acc_p9omm6a8b0lo22s7um000,-25.0,2024-07-03,"UFB Direct Transfer 240702 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
137,txn_p9q8tp2iq9aferpfv4004,acc_p9omm6a8b0lo22s7um000,-32.5,2024-07-01,"MSPBNA BANK TRANSFER 000002033158755 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
138,txn_p9q8tp2iq9aferpfv4005,acc_p9omm6a8b0lo22s7um000,100.0,2024-07-01,"ZELLE FROM KATHLEEN JACQUES ON 06/29 REF # BBT242285492",general,"ZELLE FROM",organization,,,
139,txn_p9q8tp2iq9aferpfv4006,acc_p9omm6a8b0lo22s7um000,250.0,2024-06-28,"FRESENIUS MEDICA DIR DEP 240628 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
140,txn_p9q8tp2iq9aferpfv4007,acc_p9omm6a8b0lo22s7um000,100.0,2024-06-25,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
141,txn_p9q8tp2iq9aferpfv4008,acc_p9omm6a8b0lo22s7um000,-75.0,2024-06-24,"ZELLE TO CAPITAL ONE BRAYDEN ON 06/24 REF #RP0SCLPVL7",Unknown,Unknown,Unknown,,,
142,txn_p9q8tp2iq9aferpfv4009,acc_p9omm6a8b0lo22s7um000,-50.0,2024-06-24,"ZELLE TO CAPITAL ONE BRAYDEN ON 06/24 REF #RP0SCLG23G",Unknown,Unknown,Unknown,,,
143,txn_p9q8tp2iq9aferpfv400a,acc_p9omm6a8b0lo22s7um000,-25.0,2024-06-20,"UFB Direct Transfer 240618 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
144,txn_p9q8tp2iq9aferpfv400b,acc_p9omm6a8b0lo22s7um000,-32.5,2024-06-17,"MSPBNA BANK TRANSFER 000002033158755 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
145,txn_p9q8tp2iq9aferpfv400c,acc_p9omm6a8b0lo22s7um000,250.0,2024-06-14,"FRESENIUS MEDICA DIR DEP 240614 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
146,txn_p9q8tp2iq9aferpfv400d,acc_p9omm6a8b0lo22s7um000,-200.0,2024-06-12,"WF Credit Card AUTO PAY 240612 90496436444537 CHAFFEE,BRAYDEN A",Unknown,Unknown,Unknown,,,
147,txn_p9q8tp2iq9aferpfv400e,acc_p9omm6a8b0lo22s7um000,-131.64,2024-06-12,"DEPT EDUCATION STUDENT LN 240611 0000 CHAFFEE",general,"DEPT EDUCATION STUDENT",organization,,,
148,txn_p9q8tp2iq9aferpfv400f,acc_p9omm6a8b0lo22s7um000,-150.0,2024-06-10,"CAPITAL ONE ONLINE PMT 240609 3XN1A045K398CYW BRAYDEN A CHAFFEE",service,"CAPITAL ONE",organization,,,
149,txn_p9q8tp2iq9aferpfv400g,acc_p9omm6a8b0lo22s7um000,-25.0,2024-06-05,"UFB Direct Transfer 240604 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
150,txn_p9q8tp2iq9aferpfv400h,acc_p9omm6a8b0lo22s7um000,-32.5,2024-06-03,"MSPBNA BANK TRANSFER 000002033158755 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
151,txn_p9q8tp2iq9aferpfv400i,acc_p9omm6a8b0lo22s7um000,250.0,2024-05-31,"FRESENIUS MEDICA DIR DEP 240531 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
152,txn_p9q8tp2iq9aferpfv400j,acc_p9omm6a8b0lo22s7um000,-25.0,2024-05-22,"UFB Direct Transfer 240521 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
153,txn_p9q8tp2ja9aferpfv4000,acc_p9omm6a8b0lo22s7um000,-150.0,2024-05-22,"ZELLE TO CAPITAL ONE BRAYDEN ON 05/22 REF #RP0S8RN8PH",Unknown,Unknown,Unknown,,,
154,txn_p9q8tp2ja9aferpfv4001,acc_p9omm6a8b0lo22s7um000,-32.5,2024-05-20,"MSPBNA BANK TRANSFER 000002033158755 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
155,txn_p9q8tp2ja9aferpfv4002,acc_p9omm6a8b0lo22s7um000,250.0,2024-05-17,"FRESENIUS MEDICA DIR DEP 240517 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
156,txn_p9q8tp2ja9aferpfv4003,acc_p9omm6a8b0lo22s7um000,-200.0,2024-05-13,"WF Credit Card AUTO PAY 240512 90496436444537 CHAFFEE,BRAYDEN A",general,"CHAFFEE BRAYDEN",organization,,,
157,txn_p9q8tp2ja9aferpfv4004,acc_p9omm6a8b0lo22s7um000,-32.5,2024-05-06,"MSPBNA BANK TRANSFER 000002033158755 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
158,txn_p9q8tp2ja9aferpfv4005,acc_p9omm6a8b0lo22s7um000,250.0,2024-05-03,"FRESENIUS MEDICA DIR DEP 240503 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
159,txn_p9q8tp2jq9aferpfv4000,acc_p9omm6a8b0lo22s7um000,-32.5,2024-04-22,"MSPBNA BANK TRANSFER 000002033158755 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
160,txn_p9q8tp2jq9aferpfv4001,acc_p9omm6a8b0lo22s7um000,250.0,2024-04-19,"FRESENIUS MEDICA DIR DEP 240419 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
161,txn_p9q8tp2jq9aferpfv4002,acc_p9omm6a8b0lo22s7um000,-2000.0,2024-04-15,"ONLINE TRANSFER TO CHAFFEE D REF #IB0MW6CBQ7 WELLS FARGO AT WORK CHECKIN BRAYDEN JEEP",general,"CHAFFEE D",person,,,
162,txn_p9q8tp2jq9aferpfv4003,acc_p9omm6a8b0lo22s7um000,-200.0,2024-04-12,"WF Credit Card AUTO PAY 240412 90496436444537 CHAFFEE,BRAYDEN A",general,"CHAFFEE BRAYDEN",organization,,,
163,txn_p9q8tp2jq9aferpfv4004,acc_p9omm6a8b0lo22s7um000,2000.0,2024-04-11,"MSPBNA BANK TRANSFER 000002033158755 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
164,txn_p9q8tp2jq9aferpfv4005,acc_p9omm6a8b0lo22s7um000,-230.0,2024-04-08,"DEPT EDUCATION STUDENT LN 240405 0000 CHAFFEE",general,"DEPT EDUCATION STUDENT",organization,,,
165,txn_p9q8tp2jq9aferpfv4006,acc_p9omm6a8b0lo22s7um000,-32.5,2024-04-08,"MSPBNA BANK TRANSFER 000002033158755 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
166,txn_p9q8tp2jq9aferpfv4007,acc_p9omm6a8b0lo22s7um000,-2938.0,2024-04-05,"MSPBNA BANK TRANSFER 000002035957998 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
167,txn_p9q8tp2jq9aferpfv4008,acc_p9omm6a8b0lo22s7um000,250.0,2024-04-05,"FRESENIUS MEDICA DIR DEP 240405 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
168,txn_p9q8tp2jq9aferpfv4009,acc_p9omm6a8b0lo22s7um000,722.43,2024-04-03,"MONEY TRANSFER AUTHORIZED ON 04/03 FROM GEICO GEICO MD P000000877463606 CARD 6496",insurance,GEICO,organization,,,
169,txn_p9q8tp2jq9aferpfv400a,acc_p9omm6a8b0lo22s7um000,-1291.91,2024-03-29,"ZELLE TO CAPITAL ONE BRAYDEN ON 03/29 REF #RP0S42DW48",Unknown,Unknown,Unknown,,,
170,txn_p9q8tp2jq9aferpfv400b,acc_p9omm6a8b0lo22s7um000,1291.91,2024-03-29,"MONEY TRANSFER AUTHORIZED ON 03/28 FROM GEICO GEICO MD P000000872878088 CARD 6496",insurance,GEICO,organization,,,
171,txn_p9q8tp2jq9aferpfv400c,acc_p9omm6a8b0lo22s7um000,2000.0,2024-03-26,"MSPBNA BANK TRANSFER 000002035957998 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
172,txn_p9q8tp2jq9aferpfv400d,acc_p9omm6a8b0lo22s7um000,-32.5,2024-03-25,"MSPBNA BANK TRANSFER 000002033158755 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
173,txn_p9q8tp2jq9aferpfv400e,acc_p9omm6a8b0lo22s7um000,250.0,2024-03-22,"FRESENIUS MEDICA DIR DEP 240316 4534811 CHAFFEE,BRAYDEN",general,"FRESENIUS MEDICA",organization,,,
174,txn_p9q8tp2jq9aferpfv400f,acc_p9omm6a8b0lo22s7um000,-200.0,2024-03-12,"WF Credit Card AUTO PAY 240312 90496436444537 CHAFFEE,BRAYDEN A",Unknown,Unknown,Unknown,,,
175,txn_p9q8tp2jq9aferpfv400g,acc_p9omm6a8b0lo22s7um000,-31.0,2024-03-12,"MONEY TRANSFER AUTHORIZED ON 03/10 APPLE CASH BALANCE 877-233-8552 CA S384070413991849 CARD 6496",shopping,APPLE,organization,,,
176,txn_p9q8tp2jq9aferpfv400h,acc_p9omm6a8b0lo22s7um000,31.0,2024-03-11,"ZELLE FROM BRAYDEN CHAFFEE ON 03/10 REF # COF2BL4FQX98",general,"ZELLE FROM BRAYDEN",organization,,,
177,txn_p9q8tp2ka9aferpfv4000,acc_p9omm6a8b0lo22s7um000,-230.0,2024-03-08,"DEPT EDUCATION STUDENT LN 240307 0000 CHAFFEE",general,"DEPT EDUCATION STUDENT",organization,,,
178,txn_p9q8tp2ka9aferpfv4001,acc_p9omm6a8b0lo22s7um000,250.0,2024-03-08,"FRESENIUS MEDICA DIR DEP 240302 4534811 CHAFFEE,BRAYDEN",general,"FRESENIUS MEDICA",organization,,,
179,txn_p9q8tp2ka9aferpfv4002,acc_p9omm6a8b0lo22s7um000,-50.0,2024-03-05,"ZELLE TO CAPITAL ONE BRAYDEN ON 03/05 REF #RP0S24WHWX",Unknown,Unknown,Unknown,,,
180,txn_p9q8tp2ka9aferpfv4003,acc_p9omm6a8b0lo22s7um000,-30.0,2024-03-05,"ZELLE TO CAPITAL ONE BRAYDEN ON 03/05 REF #RP0S24VC9X",Unknown,Unknown,Unknown,,,
181,txn_p9q8tp2ka9aferpfv4004,acc_p9omm6a8b0lo22s7um000,-200.0,2024-03-04,"ZELLE TO CAPITAL ONE BRAYDEN ON 03/01 REF #RP0RZSV5KV",Unknown,Unknown,Unknown,,,
182,txn_p9q8tp2ka9aferpfv4005,acc_p9omm6a8b0lo22s7um000,-32.5,2024-02-26,"MSPBNA BANK TRANSFER 000002033158755 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
183,txn_p9q8tp2ka9aferpfv4006,acc_p9omm6a8b0lo22s7um000,-18.01,2024-02-26,"PURCHASE AUTHORIZED ON 02/23 SHEETZ 0600 0000 MORRISVILLE NC S384055161938084 CARD 6496",dining,SHEETZ,organization,,,
184,txn_p9q8tp2ka9aferpfv4007,acc_p9omm6a8b0lo22s7um000,59.0,2024-02-26,"ZELLE FROM KATHLEEN JACQUES ON 02/25 REF # BBT219568264 TRIPLE AAA",general,"ZELLE FROM",organization,,,
185,txn_p9q8tp2ka9aferpfv4008,acc_p9omm6a8b0lo22s7um000,250.0,2024-02-23,"FRESENIUS MEDICA DIR DEP 240217 4534811 CHAFFEE,BRAYDEN",general,"FRESENIUS MEDICA",organization,,,
186,txn_p9q8tp2ka9aferpfv4009,acc_p9omm6a8b0lo22s7um000,-200.0,2024-02-12,"WF Credit Card AUTO PAY 240212 90496436444537 CHAFFEE,BRAYDEN A",Unknown,Unknown,Unknown,,,
187,txn_p9q8tp2ka9aferpfv400a,acc_p9omm6a8b0lo22s7um000,-32.5,2024-02-12,"MSPBNA BANK TRANSFER 000002033158755 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
188,txn_p9q8tp2ka9aferpfv400b,acc_p9omm6a8b0lo22s7um000,250.0,2024-02-09,"FRESENIUS MEDICA DIR DEP 240203 4534811 CHAFFEE,BRAYDEN",general,"FRESENIUS MEDICA",organization,,,
189,txn_p9q8tp2ka9aferpfv400c,acc_p9omm6a8b0lo22s7um000,-230.0,2024-02-08,"DEPT EDUCATION STUDENT LN 240207 0000 CHAFFEE",general,"DEPT EDUCATION STUDENT",organization,,,
190,txn_p9q8tp2ka9aferpfv400d,acc_p9omm6a8b0lo22s7um000,160.0,2024-02-08,"ZELLE FROM MATTHEW L FULLERTON ON 02/08 REF # JPM99A96LD08",general,"ZELLE FROM",organization,,,
191,txn_p9q8tp2ka9aferpfv400e,acc_p9omm6a8b0lo22s7um000,-32.5,2024-01-29,"MSPBNA BANK TRANSFER 000002033158755 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
192,txn_p9q8tp2ka9aferpfv400f,acc_p9omm6a8b0lo22s7um000,250.0,2024-01-26,"FRESENIUS MEDICA DIR DEP 240120 4534811 CHAFFEE,BRAYDEN",general,"FRESENIUS MEDICA",organization,,,
193,txn_p9q8tp2ka9aferpfv400g,acc_p9omm6a8b0lo22s7um000,-32.5,2024-01-16,"MSPBNA BANK TRANSFER 000002033158755 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
194,txn_p9q8tp2ka9aferpfv400h,acc_p9omm6a8b0lo22s7um000,40.0,2024-01-16,"ZELLE FROM BRAYDEN CHAFFEE ON 01/15 REF # COFG14TY0BKM",general,"ZELLE FROM BRAYDEN",organization,,,
195,txn_p9q8tp2ka9aferpfv400i,acc_p9omm6a8b0lo22s7um000,-200.0,2024-01-12,"WF Credit Card AUTO PAY 240112 90496436444537 CHAFFEE,BRAYDEN A",Unknown,Unknown,Unknown,,,
196,txn_p9q8tp2ka9aferpfv400j,acc_p9omm6a8b0lo22s7um000,250.0,2024-01-12,"FRESENIUS MEDICA DIR DEP 240106 4534811 CHAFFEE,BRAYDEN",general,"FRESENIUS MEDICA",organization,,,
197,txn_p9q8tp2kq9aferpfv4000,acc_p9omm6a8b0lo22s7um000,-230.0,2024-01-08,"DEPT EDUCATION STUDENT LN 240105 0000 CHAFFEE",general,"DEPT EDUCATION STUDENT",organization,,,
198,txn_p9q8tp2kq9aferpfv4001,acc_p9omm6a8b0lo22s7um000,-32.5,2024-01-02,"MSPBNA BANK TRANSFER 000002035957998 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
199,txn_p9q8tp2kq9aferpfv4002,acc_p9omm6a8b0lo22s7um000,250.0,2023-12-29,"FRESENIUS MEDICA DIR DEP 231223 4534811 CHAFFEE,BRAYDEN",general,"FRESENIUS MEDICA",organization,,,
200,txn_p9q8tp2kq9aferpfv4003,acc_p9omm6a8b0lo22s7um000,-15.29,2023-12-19,"CARDMEMBER SERV WEB PYMT 231217 ***********7372 CHAFFEE,BRAYDEN A 27",Unknown,Unknown,Unknown,,,
201,txn_p9q8tp2kq9aferpfv4004,acc_p9omm6a8b0lo22s7um000,-32.5,2023-12-18,"MSPBNA BANK TRANSFER 000002035957998 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
202,txn_p9q8tp2kq9aferpfv4005,acc_p9omm6a8b0lo22s7um000,250.0,2023-12-15,"FRESENIUS MEDICA DIR DEP 231209 4534811 CHAFFEE,BRAYDEN",general,"FRESENIUS MEDICA",organization,,,
203,txn_p9q8tp2kq9aferpfv4006,acc_p9omm6a8b0lo22s7um000,-200.0,2023-12-12,"WF Credit Card AUTO PAY 231212 90496436444537 CHAFFEE,BRAYDEN A",general,"CHAFFEE BRAYDEN",organization,,,
204,txn_p9q8tp2kq9aferpfv4007,acc_p9omm6a8b0lo22s7um000,-230.0,2023-12-08,"DEPT EDUCATION STUDENT LN 231207 0000 CHAFFEE",general,"DEPT EDUCATION STUDENT",organization,,,
205,txn_p9q8tp2kq9aferpfv4008,acc_p9omm6a8b0lo22s7um000,-235.0,2023-12-04,"CARDMEMBER SERV WEB PYMT 231201 ***********7372 CHAFFEE,BRAYDEN A 25",general,"CHAFFEE BRAYDEN",organization,,,
206,txn_p9q8tp2kq9aferpfv4009,acc_p9omm6a8b0lo22s7um000,-32.5,2023-12-04,"MSPBNA BANK TRANSFER 000002035957998 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
207,txn_p9q8tp2kq9aferpfv400a,acc_p9omm6a8b0lo22s7um000,250.0,2023-12-01,"FRESENIUS MEDICA DIR DEP 231125 4534811 CHAFFEE,BRAYDEN",general,"FRESENIUS MEDICA",organization,,,
208,txn_p9q8tp2kq9aferpfv400b,acc_p9omm6a8b0lo22s7um000,235.0,2023-12-01,"ZELLE FROM BRAYDEN CHAFFEE ON 11/30 REF # COFHVQ27766C",general,"ZELLE FROM BRAYDEN",organization,,,
209,txn_p9q8tp2kq9aferpfv400c,acc_p9omm6a8b0lo22s7um000,-271.42,2023-11-21,"ZELLE TO CAPITAL ONE BRAYDEN ON 11/21 REF #RP0RQS8K5G",Unknown,Unknown,Unknown,,,
210,txn_p9q8tp2kq9aferpfv400d,acc_p9omm6a8b0lo22s7um000,-32.5,2023-11-20,"MSPBNA BANK TRANSFER 000002035957998 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
211,txn_p9q8tp2la9aferpfv4000,acc_p9omm6a8b0lo22s7um000,-69.69,2023-11-17,"CARDMEMBER SERV WEB PYMT 231116 ***********7372 CHAFFEE,BRAYDEN A 21",general,"CHAFFEE BRAYDEN",organization,,,
212,txn_p9q8tp2la9aferpfv4001,acc_p9omm6a8b0lo22s7um000,240.0,2023-11-17,"ZELLE FROM TOPLINE CABINET CO INC ON 11/17 REF # PP0RQHQX5L 6 HOURS DELIVERY",general,"ZELLE FROM TOPLINE CABINET",organization,,,
213,txn_p9q8tp2la9aferpfv4002,acc_p9omm6a8b0lo22s7um000,250.0,2023-11-17,"FRESENIUS MEDICA DIR DEP 231111 4534811 CHAFFEE,BRAYDEN",general,"FRESENIUS MEDICA",organization,,,
214,txn_p9q8tp2la9aferpfv4003,acc_p9omm6a8b0lo22s7um000,-60.0,2023-11-14,"ZELLE TO CAPITAL ONE BRAYDEN ON 11/14 REF #RP0RQ89ZWC",Unknown,Unknown,Unknown,,,
215,txn_p9q8tp2la9aferpfv4004,acc_p9omm6a8b0lo22s7um000,26.0,2023-11-14,"VENMO CASHOUT 231114 1030617270256 BRAYDEN CHAFFEE",service,VENMO,organization,,,
216,txn_p9q8tp2la9aferpfv4005,acc_p9omm6a8b0lo22s7um000,-2.39,2023-11-13,"ONLINE TRANSFER REF #IB0LB6DZ9M TO WELLS FARGO REFLECT VISA CARD XXXXXXXXXXXX4537 ON 11/12/23",service,"WELLS FARGO",organization,,,
217,txn_p9q8tp2la9aferpfv4006,acc_p9omm6a8b0lo22s7um000,-230.0,2023-11-08,"DEPT EDUCATION STUDENT LN 231107 0000 CHAFFEE",general,"DEPT EDUCATION STUDENT",organization,,,
218,txn_p9q8tp2la9aferpfv4007,acc_p9omm6a8b0lo22s7um000,-50.0,2023-11-06,"MSPBNA BANK TRANSFER 000002035957998 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
219,txn_p9q8tp2la9aferpfv4008,acc_p9omm6a8b0lo22s7um000,-200.0,2023-11-06,"ONLINE TRANSFER REF #IB0L82KV6J TO WELLS FARGO REFLECT VISA CARD XXXXXXXXXXXX4537 ON 11/04/23",service,"WELLS FARGO",organization,,,
220,txn_p9q8tp2la9aferpfv4009,acc_p9omm6a8b0lo22s7um000,-478.12,2023-11-06,"ZELLE TO CAPITAL ONE BRAYDEN ON 11/04 REF #RP0RPHT33M",Unknown,Unknown,Unknown,,,
221,txn_p9q8tp2la9aferpfv400a,acc_p9omm6a8b0lo22s7um000,50.0,2023-11-06,"ZELLE FROM BRAYDEN CHAFFEE ON 11/04 REF # COFOHNPAEV1G",general,"ZELLE FROM BRAYDEN",organization,,,
222,txn_p9q8tp2la9aferpfv400b,acc_p9omm6a8b0lo22s7um000,185.0,2023-11-06,"ZELLE FROM TOPLINE CABINET CO INC ON 11/04 REF # PP0RPHQF62 NOV 4 DELIVERY 4 HOURS",general,"ZELLE FROM TOPLINE CABINET",organization,,,
223,txn_p9q8tp2la9aferpfv400c,acc_p9omm6a8b0lo22s7um000,250.0,2023-11-03,"FRESENIUS MEDICA DIR DEP 231028 4534811 CHAFFEE,BRAYDEN",general,FRESENIUS,organization,,,
224,txn_p9q8tp2la9aferpfv400d,acc_p9omm6a8b0lo22s7um000,286.12,2023-10-24,"MOBILE DEPOSIT : REF NUMBER :820240392205",Unknown,Unknown,Unknown,,,
225,txn_p9q8tp2la9aferpfv400e,acc_p9omm6a8b0lo22s7um000,-50.0,2023-10-23,"MSPBNA BANK TRANSFER 000002035957998 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
226,txn_p9q8tp2lq9aferpfv4000,acc_p9omm6a8b0lo22s7um000,250.0,2023-10-20,"FRESENIUS MEDICA DIR DEP 231014 4534811 CHAFFEE,BRAYDEN",general,"FRESENIUS MEDICA",organization,,,
227,txn_p9q8tp2lq9aferpfv4001,acc_p9omm6a8b0lo22s7um000,15.0,2023-10-16,"ZELLE FROM BRAYDEN CHAFFEE ON 10/16 REF # COFO87QOOQ76",general,"ZELLE FROM BRAYDEN",organization,,,
228,txn_p9q8tp2lq9aferpfv4002,acc_p9omm6a8b0lo22s7um000,100.0,2023-10-16,"ZELLE FROM BRAYDEN CHAFFEE ON 10/14 REF # COF6GP604P0Z",general,"ZELLE FROM BRAYDEN",organization,,,
229,txn_p9q8tp2lq9aferpfv4003,acc_p9omm6a8b0lo22s7um000,250.0,2023-10-11,"ZELLE FROM BRAYDEN CHAFFEE ON 10/11 REF # COFEOKU5X3O6",general,"ZELLE FROM BRAYDEN",organization,,,
230,txn_p9q8tp2lq9aferpfv4004,acc_p9omm6a8b0lo22s7um000,-230.0,2023-10-10,"DEPT EDUCATION STUDENT LN 231006 0000 CHAFFEE",general,"DEPT EDUCATION STUDENT",organization,,,
231,txn_p9q8tp2lq9aferpfv4005,acc_p9omm6a8b0lo22s7um000,-50.0,2023-10-10,"MSPBNA BANK TRANSFER 000002035957998 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
232,txn_p9q8tp2lq9aferpfv4006,acc_p9omm6a8b0lo22s7um000,-600.0,2023-10-10,"ATM WITHDRAWAL AUTHORIZED ON 10/09 998 HIGH HOUSE RD CARY NC 0003425 ATM ID 0672I CARD 6496",Unknown,Unknown,Unknown,,,
233,txn_p9q8tp2lq9aferpfv4007,acc_p9omm6a8b0lo22s7um000,25.0,2023-10-10,"ZELLE FROM BRAYDEN CHAFFEE ON 10/10 REF # COFSH510IU3N",general,"ZELLE FROM BRAYDEN",organization,,,
234,txn_p9q8tp2lq9aferpfv4008,acc_p9omm6a8b0lo22s7um000,300.0,2023-10-10,"ZELLE FROM BRAYDEN CHAFFEE ON 10/09 REF # COF1QXR8PS87",general,"ZELLE FROM BRAYDEN",organization,,,
235,txn_p9q8tp2lq9aferpfv4009,acc_p9omm6a8b0lo22s7um000,250.0,2023-10-06,"FRESENIUS MEDICA DIR DEP 230930 4534811 CHAFFEE,BRAYDEN",general,"FRESENIUS MEDICA",organization,,,
236,txn_p9q8tp2lq9aferpfv400a,acc_p9omm6a8b0lo22s7um000,-750.0,2023-09-29,"ZELLE TO CAPITAL ONE BRAYDEN ON 09/29 REF #RP0RLLQQC9",Unknown,Unknown,Unknown,,,
